用户（身份证）,信用评级,平台类型
320000197110298140,96,CreditCard
650000198902112026,11,CreditCard
520000198702069511,72,CreditCard
150000197612229928,31,CreditCard
650000196709212480,33,CreditCard
360000196207236168,33,CreditCard
370000197604080730,69,CreditCard
210000199108231856,26,CreditCard
51000020050705040X,62,CreditCard
520000199309237376,2,CreditCard
630000198606251909,30,CreditCard
640000197902200476,98,CreditCard
120000196208106635,40,CreditCard
620000198407181408,2,CreditCard
610000198106178916,32,CreditCard
420000195109218814,92,CreditCard
140000196607237310,62,CreditCard
430000198112297598,99,CreditCard
520000198608309718,55,CreditCard
430000195703222500,41,CreditCard
350000195509209820,16,CreditCard
500000197609062667,97,CreditCard
650000200601183875,93,CreditCard
61000019661028644X,43,CreditCard
140000196109294080,31,CreditCard
640000197504244377,4,CreditCard
360000198403073406,10,CreditCard
510000195712218458,44,CreditCard
620000196710116431,67,CreditCard
130000199203165244,76,CreditCard
440000198803076331,92,CreditCard
650000196610053459,76,CreditCard
610000199006055921,13,CreditCard
340000199411245088,10,CreditCard
620000196704034683,12,CreditCard
440000200108249114,59,CreditCard
520000197606037486,18,CreditCard
46000019550731119X,37,CreditCard
140000200611090525,87,CreditCard
650000199905118663,68,CreditCard
610000197606117357,25,CreditCard
620000196807257572,97,CreditCard
430000198307059717,3,CreditCard
310000195705277663,19,CreditCard
650000196402036443,5,CreditCard
420000197006304858,54,CreditCard
330000197501055201,3,CreditCard
15000019950205680X,20,CreditCard
520000197304156578,72,CreditCard
460000199005044050,30,CreditCard
350000198103029591,37,CreditCard
620000200603059661,48,CreditCard
460000196903139189,45,CreditCard
130000199708044237,10,CreditCard
610000199908231891,56,CreditCard
610000200012062533,75,CreditCard
640000198208095009,59,CreditCard
620000200612050714,93,CreditCard
110000197708153780,85,CreditCard
230000198008192203,32,CreditCard
520000199010236272,14,CreditCard
44000019520118290X,68,CreditCard
510000197911286727,21,CreditCard
650000199010106944,39,CreditCard
35000019550810594X,96,CreditCard
420000197707077272,3,CreditCard
540000196107262733,18,CreditCard
540000197902231287,92,CreditCard
120000196005214388,90,CreditCard
370000198212031299,43,CreditCard
230000198402130692,9,CreditCard
460000200406293707,14,CreditCard
420000198512152185,44,CreditCard
520000196112278947,44,CreditCard
610000199208301326,80,CreditCard
370000196412209048,33,CreditCard
640000195602159863,61,CreditCard
610000197102080634,21,CreditCard
370000195102091211,26,CreditCard
360000199507297011,45,CreditCard
210000195211179939,51,CreditCard
220000196302147437,16,CreditCard
620000197403235048,34,CreditCard
640000199104107639,23,CreditCard
110000196911101658,68,CreditCard
340000198703298152,44,CreditCard
120000196203205247,50,CreditCard
650000195804227643,97,CreditCard
370000200505113685,79,CreditCard
640000198608213625,24,CreditCard
120000199905077327,45,CreditCard
150000196912238952,100,CreditCard
110000199608026978,100,CreditCard
440000196602103808,87,CreditCard
210000195308090623,52,CreditCard
310000196704258107,97,CreditCard
530000195905010470,72,CreditCard
460000199310160293,40,CreditCard
450000196604306766,14,CreditCard
440000198412065694,15,CreditCard
440000199712037219,40,CreditCard
450000200010060999,78,CreditCard
620000198911244455,45,CreditCard
630000198501241894,60,CreditCard
500000195312149359,37,CreditCard
210000197110143370,48,CreditCard
450000195610155242,49,CreditCard
640000195603023597,73,CreditCard
210000197502062254,28,CreditCard
230000198607036413,10,CreditCard
650000195305257434,1,CreditCard
620000196405110295,71,CreditCard
520000195104250288,96,CreditCard
13000020060908882X,8,CreditCard
430000200312126662,40,CreditCard
37000019611104717X,93,CreditCard
460000200309231598,7,CreditCard
130000195902283129,70,CreditCard
140000198003074740,36,CreditCard
650000195106247348,55,CreditCard
620000199507262023,48,CreditCard
330000198006110589,75,CreditCard
340000199612034455,23,CreditCard
620000199211270323,19,CreditCard
210000196509272276,72,CreditCard
360000196102138166,35,CreditCard
21000019680131658X,59,CreditCard
360000195402059529,28,CreditCard
350000200205022104,85,CreditCard
36000019610101070X,18,CreditCard
430000198705189699,37,CreditCard
420000200407260459,8,CreditCard
150000195802134269,60,CreditCard
12000019640818964X,18,CreditCard
370000195511261066,3,CreditCard
610000197211111524,6,CreditCard
370000196111166451,29,CreditCard
50000019540225120X,59,CreditCard
430000195411131666,75,CreditCard
150000196901016641,22,CreditCard
520000198307125296,58,CreditCard
360000195001059122,87,CreditCard
440000199909293224,6,CreditCard
46000019850129648X,2,CreditCard
410000195607217409,31,CreditCard
210000200011125307,41,CreditCard
320000197807172708,12,CreditCard
540000196208126837,38,CreditCard
310000198502227600,79,CreditCard
230000195205017216,33,CreditCard
410000195010236973,68,CreditCard
330000199407033881,51,CreditCard
440000196210223149,15,CreditCard
440000196110180380,64,CreditCard
360000200606288669,23,CreditCard
530000198512135559,49,CreditCard
120000195308228571,79,CreditCard
310000197704234900,46,CreditCard
37000019720929144X,80,CreditCard
610000197306203253,62,CreditCard
620000198202187830,47,CreditCard
500000199901115315,32,CreditCard
11000019610711938X,69,CreditCard
230000199506175232,79,CreditCard
230000196108222896,15,CreditCard
340000195503127945,58,CreditCard
420000196612239166,79,CreditCard
230000198510094131,24,CreditCard
630000198403271491,24,CreditCard
14000019730807742X,68,CreditCard
350000198608257602,6,CreditCard
120000197210059297,64,CreditCard
650000197208029981,8,CreditCard
150000195108179328,36,CreditCard
350000199406303230,26,CreditCard
44000020030516972X,34,CreditCard
330000199712301061,95,CreditCard
370000200207253305,37,CreditCard
520000200109290282,36,CreditCard
140000196708145466,72,CreditCard
450000198512208789,11,CreditCard
11000019750714399X,69,CreditCard
640000197509077125,33,CreditCard
440000198901191771,47,CreditCard
52000019960427126X,21,CreditCard
320000197506054775,33,CreditCard
500000200112049912,11,CreditCard
330000198309018421,49,CreditCard
520000199903211662,83,CreditCard
510000198012237491,64,CreditCard
530000196504082742,60,CreditCard
520000195906264809,52,CreditCard
540000195902111163,2,CreditCard
61000019711105901X,92,CreditCard
500000195307066153,49,CreditCard
500000196306243087,10,CreditCard
330000198105298628,33,CreditCard
44000019530218113X,36,CreditCard
620000200602284605,12,CreditCard
150000197605019463,7,CreditCard
210000200007116248,81,CreditCard
410000198111036296,49,CreditCard
360000195203236289,92,CreditCard
620000196604150425,79,CreditCard
45000019780204663X,92,CreditCard
310000195502224190,20,CreditCard
33000019900117174X,81,CreditCard
420000200308316074,14,CreditCard
210000197503271533,43,CreditCard
620000200508111484,52,CreditCard
500000197102124689,5,CreditCard
460000196009218077,62,CreditCard
15000019860212051X,69,CreditCard
630000195211199997,56,CreditCard
420000198707272814,75,CreditCard
450000196209085529,60,CreditCard
430000197809263027,9,CreditCard
340000196504247388,77,CreditCard
420000198101249177,60,CreditCard
110000195504129157,50,CreditCard
63000019751029300X,69,CreditCard
540000198706287982,51,CreditCard
53000019930829256X,19,CreditCard
460000195109247874,85,CreditCard
620000197804118694,2,CreditCard
650000198411038183,11,CreditCard
330000195510197384,17,CreditCard
640000200207226601,1,CreditCard
530000197911249911,26,CreditCard
330000200005209341,28,CreditCard
450000200203072742,65,CreditCard
120000199109226766,9,CreditCard
320000196711100051,74,CreditCard
120000198302199523,30,CreditCard
210000199205012954,68,CreditCard
45000019750724887X,84,CreditCard
420000197909074117,10,CreditCard
510000198904269157,10,CreditCard
540000199106065096,50,CreditCard
610000200204291082,42,CreditCard
610000197809091409,91,CreditCard
210000195303108441,19,CreditCard
530000198403293654,19,CreditCard
530000196801241535,41,CreditCard
110000198704083636,66,CreditCard
610000199606093067,59,CreditCard
540000196001252609,72,CreditCard
130000198709195446,70,CreditCard
360000195310204725,92,CreditCard
610000199901288529,7,CreditCard
540000195709040295,94,CreditCard
220000195310306157,40,CreditCard
140000196804044104,97,CreditCard
350000195812129188,88,CreditCard
650000195704251064,16,CreditCard
610000195809110842,27,CreditCard
510000196207023523,39,CreditCard
120000199306256606,26,CreditCard
530000196901029224,0,CreditCard
650000199702280214,62,CreditCard
140000197806113227,79,CreditCard
420000197704293252,36,CreditCard
540000195304033994,75,CreditCard
150000196911069819,58,CreditCard
210000196211078796,71,CreditCard
230000198805312271,90,CreditCard
460000200104289948,1,CreditCard
530000199512114533,84,CreditCard
370000199105246854,58,CreditCard
450000198509231726,93,CreditCard
460000196304179859,3,CreditCard
41000019700328719X,55,CreditCard
650000199709243440,42,CreditCard
500000196207172850,56,CreditCard
500000196709116170,54,CreditCard
110000198907266205,69,CreditCard
230000196302147674,16,CreditCard
220000198007129446,90,CreditCard
320000195703273433,32,CreditCard
220000197404122753,42,CreditCard
120000198101166303,88,CreditCard
220000195305143250,17,CreditCard
330000195504214416,9,CreditCard
310000198403132382,31,CreditCard
630000196307180021,97,CreditCard
640000197606137337,30,CreditCard
630000196711116021,33,CreditCard
330000195406152207,90,CreditCard
120000196704269652,80,CreditCard
63000019901006885X,5,CreditCard
410000198406168309,59,CreditCard
32000019771025319X,34,CreditCard
62000019780811229X,17,CreditCard
420000196001031622,100,CreditCard
120000199609084637,18,CreditCard
140000198307041585,7,CreditCard
370000197404052225,94,CreditCard
230000199410189373,69,CreditCard
530000195407284583,91,CreditCard
320000197203214655,75,CreditCard
140000197903221852,29,CreditCard
530000196610145989,17,CreditCard
220000199112236897,96,CreditCard
520000198007096489,2,CreditCard
510000196601312235,48,CreditCard
540000195912315696,34,CreditCard
530000199803279469,70,CreditCard
540000197604041741,77,CreditCard
530000196409148934,47,CreditCard
500000196002192102,37,CreditCard
530000196805275644,28,CreditCard
220000196305291493,22,CreditCard
500000198210288044,36,CreditCard
37000019930605324X,12,CreditCard
320000198706012566,18,CreditCard
31000019640220316X,24,CreditCard
150000196601049660,65,CreditCard
420000196009106270,62,CreditCard
140000196801182296,63,CreditCard
650000196508300070,49,CreditCard
620000197008113956,73,CreditCard
620000199406303324,50,CreditCard
110000198906165592,86,CreditCard
130000195601133944,95,CreditCard
31000019910831601X,31,CreditCard
310000198508137147,76,CreditCard
340000196611191578,21,CreditCard
110000198509056317,36,CreditCard
110000199411183638,37,CreditCard
430000198509231394,35,CreditCard
500000200612266382,89,CreditCard
530000198806017160,56,CreditCard
620000198106222042,47,CreditCard
420000199402171435,75,CreditCard
610000200504063209,96,CreditCard
46000019640802021X,23,CreditCard
620000197303305520,18,CreditCard
410000195510100626,3,CreditCard
410000197712061556,97,CreditCard
140000195602264622,25,CreditCard
540000196802136827,85,CreditCard
520000196811054715,53,CreditCard
500000195403213117,79,CreditCard
350000198508188638,51,CreditCard
220000199310239829,50,CreditCard
540000195403240702,64,CreditCard
230000197906017541,10,CreditCard
120000199908235095,24,CreditCard
630000200306307560,64,CreditCard
450000195605194714,55,CreditCard
370000197208052068,46,CreditCard
530000195306267944,65,CreditCard
420000198706301628,29,CreditCard
460000195006084160,71,CreditCard
650000200508250631,73,CreditCard
530000198701221691,7,CreditCard
500000199312111252,50,CreditCard
360000199511206274,35,CreditCard
13000019850621749X,26,CreditCard
440000199509130469,23,CreditCard
530000195709024787,70,CreditCard
460000196207196139,67,CreditCard
130000197204281950,31,CreditCard
430000199811082910,74,CreditCard
110000198101150342,13,CreditCard
110000198406159794,54,CreditCard
650000199410205060,50,CreditCard
410000197404093011,94,CreditCard
330000199706284090,98,CreditCard
510000200006041716,55,CreditCard
440000200606231718,91,CreditCard
610000195704178824,72,CreditCard
510000198106233803,79,CreditCard
450000197305093654,29,CreditCard
420000198511019112,11,CreditCard
540000199510306680,68,CreditCard
130000198802163959,17,CreditCard
310000197012109367,86,CreditCard
410000196803175829,93,CreditCard
350000199511295674,10,CreditCard
630000198711282512,92,CreditCard
330000198101319831,23,CreditCard
460000195505011660,61,CreditCard
37000019701224915X,61,CreditCard
620000199304092925,33,CreditCard
440000195404267583,86,CreditCard
520000195105268607,28,CreditCard
210000198603168837,39,CreditCard
370000198201094956,93,CreditCard
520000199302271790,58,CreditCard
220000195108221184,29,CreditCard
420000197309186529,99,CreditCard
440000196409062485,45,CreditCard
120000200210173211,52,CreditCard
460000195401105128,58,CreditCard
130000199205043021,60,CreditCard
350000197812117477,35,CreditCard
420000195606238621,27,CreditCard
630000200511301491,25,CreditCard
350000200010313577,88,CreditCard
610000198702138224,11,CreditCard
610000198708131349,70,CreditCard
620000200104170381,31,CreditCard
150000196208197229,59,CreditCard
370000196911243611,59,CreditCard
510000197702042312,56,CreditCard
650000200311301028,62,CreditCard
420000198605089242,75,CreditCard
62000019830316104X,64,CreditCard
370000196307285831,33,CreditCard
350000200110288604,0,CreditCard
310000196702191009,66,CreditCard
630000195801141656,44,CreditCard
12000019880501405X,33,CreditCard
230000199102160317,45,CreditCard
360000196009207139,64,CreditCard
360000199604098620,19,CreditCard
650000197407060674,11,CreditCard
440000200206202213,34,CreditCard
36000019960706889X,20,CreditCard
210000195804206189,90,CreditCard
130000199101129859,70,CreditCard
220000197103140069,18,CreditCard
33000019840425377X,15,CreditCard
620000197508288947,5,CreditCard
520000198102044820,90,CreditCard
44000019780217519X,72,CreditCard
420000200002129866,16,CreditCard
210000199201239983,75,CreditCard
510000199701107419,29,CreditCard
130000195003179758,72,CreditCard
650000200405228503,48,CreditCard
430000196805154777,78,CreditCard
350000195212038987,58,CreditCard
530000196511177272,18,CreditCard
140000198005084459,51,CreditCard
140000195409137285,56,CreditCard
330000195502207052,28,CreditCard
150000196902088858,10,CreditCard
150000199702020430,31,CreditCard
150000196409282585,64,CreditCard
330000195702256422,97,CreditCard
